ФИО,Улица,Дом,Квартира,Год рождения,,,,,
Добрынин Дмитрий Тихонович,Ленинский проспект,22,10,1965,,,,,
Максимова Анна Фёдоровна,Улица Марии Ульяновой,28,133,2005,,,,,
Павлов Лев Александрович,Ленинский проспект,23,78,1958,,,,,
Денисов Илья Дмитриевич,Улица Архитектора Власова,14,281,2004,,,,,
Тихонов Константин Артёмович,Улица Кравченко,7,67,1975,,,,,
Тихонова Василиса Фёдоровна,Улица Панфёрова,3,241,1968,,,,,
Белов Максим Демидович,Улица Марии Ульяновой,28,61,1966,,,,,
Тихомиров Герман Даниилович,Улица Строителей,28,278,1977,,,,,
Голиков Лев Никитич,Улица Архитектора Власова,6,42,1999,,,,,
Наумов Артём Константинович,Улица Академика Пилюгина,17,199,1986,,,,,
Новикова Кристина Васильевна,Ленинский проспект,6,292,2003,,,,,
Михайлов Елисей Михайлович,Ленинский проспект,19,80,1990,,,,,
Пономарева Мирослава Григорьевна,Улица Гарибальди,4,195,1992,,,,,
Никитина Мария Руслановна,Улица Марии Ульяновой,10,40,1956,,,,,
Алексеев Матвей Яковлевич,Улица Строителей,2,273,1978,,,,,
Исаев Илья Георгиевич,Улица Вавилова,19,156,1990,,,,,
Калинин Даниил Артёмович,Улица Архитектора Власова,30,226,1989,,,,,
Грачев Платон Русланович,Улица Крупской,20,54,1980,,,,,
Белова София Львовна,Улица Марии Ульяновой,16,260,1997,,,,,
Левин Сергей Ильич,Улица Крупской,21,68,1981,,,,,
Попов Илья Матвеевич,Улица Панфёрова,11,100,1979,,,,,
Васильева София Николаевна,Улица Строителей,16,213,1976,,,,,
Миронов Иван Никитич,Улица Архитектора Власова,19,120,1990,,,,,
Соловьева София Константиновна,Улица Марии Ульяновой,1,204,1965,,,,,
Калинин Даниил Артёмович,Улица Гарибальди,16,139,1990,,,,,
Белова Анастасия Ивановна,Улица Строителей,29,211,1955,,,,,
Голиков Лев Никитич,Улица Марии Ульяновой,28,229,1967,,,,,
Орлов Георгий Иванович,Улица Строителей,25,216,1995,,,,,
Белова София Львовна,Улица Панфёрова,21,192,1976,,,,,
Кукушкин Павел Львович,Ленинский проспект,9,215,1974,,,,,
Романов Сергей Михайлович,Нахимовский проспект,13,245,2002,,,,,
Павлов Кирилл Александрович,Улица Архитектора Власова,10,261,1982,,,,,
Захаров Николай Александрович,Улица Строителей,18,201,1988,,,,,
Петровская Полина Максимовна,Улица Марии Ульяновой,18,270,1963,,,,,
Туманов Сергей Михайлович,Улица Кравченко,18,164,1984,,,,,
Никонова София Константиновна,Проспект Вернадского,8,29,1972,,,,,
Кудрявцева Анна Тимофеевна,Проспект Вернадского,26,180,1973,,,,,
Суворов Макар Александрович,Улица Вавилова,27,230,1969,,,,,
Козлов Роман Сергеевич,Улица Кравченко,27,244,1990,,,,,
Степанов Дмитрий Александрович,Улица Вавилова,13,9,1973,,,,,
Серебрякова Полина Ярославовна,Проспект Вернадского,7,249,1995,,,,,
Тарасова Арина Глебовна,Улица Строителей,27,173,1995,,,,,
Горелов Владимир Дмитриевич,Ленинский проспект,30,219,1964,,,,,
Наумов Артём Константинович,Улица Кравченко,21,113,1976,,,,,
Соколова Полина Романовна,Нахимовский проспект,9,136,1987,,,,,
Павлов Евгений Кириллович,Ленинский проспект,29,63,2002,,,,,
Горелов Владимир Дмитриевич,Улица Архитектора Власова,17,135,1964,,,,,
Воронин Сергей Дмитриевич,Улица Панфёрова,1,189,1970,,,,,
Ежова Ксения Георгиевна,Улица Строителей,26,287,1962,,,,,
Козлов Роман Сергеевич,Улица Академика Пилюгина,15,214,1975,,,,,
Миронов Илья Мирославович,Нахимовский проспект,13,38,1991,,,,,
